City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,dakar,14.6937,-17.4441,29.49,73,0,9.77,SN,1681822898
279,vostok,46.4856,135.8833,3.79,73,100,1.34,RU,1681822399
280,banda aceh,5.5577,95.3222,27.82,80,82,1.62,ID,1681822900
281,farias brito,-6.9306,-39.5656,26.38,73,98,1.81,BR,1681822901
282,ginda,30.6945,78.4932,18.43,51,100,3.75,IN,1681822901
283,kirakira,-10.4544,161.9205,25.36,83,18,0.55,SB,1681822902
284,klaksvik,62.2266,-6.589,12.51,94,87,5.41,FO,1681822902
285,nabire,-3.3667,135.4833,24.61,95,100,0.64,ID,1681822903
286,lima,-12.0432,-77.0282,22.72,89,75,3.09,PE,1681822444
287,lida,53.8833,25.2997,12.03,59,94,3.73,BY,1681822635
288,kasongo-lunda,-6.4667,16.8167,29.01,64,90,1.43,CD,1681822905
289,ormara,25.2088,64.6357,28.05,58,33,6.01,PK,1681822905
290,yazoo city,32.8551,-90.4056,14.39,71,58,1.79,US,1681822906
291,sompeta,18.9333,84.6,31.18,55,83,6.7,IN,1681822666
292,bambous virieux,-20.3428,57.7575,28.14,78,75,5.66,MU,1681822908
293,puerto escondido,15.85,-97.0667,25.73,69,71,1.05,MX,1681822809
294,port blair,11.6667,92.75,29.24,74,66,0.85,IN,1681822909
295,wanaka,-44.7,169.15,8.95,87,3,0.81,NZ,1681822909
296,maunabo,18.0072,-65.8993,28.16,83,11,3.26,PR,1681822910
297,xinyang,32.1228,114.0656,22.4,84,100,2.37,CN,1681822911
298,biak,-0.9131,122.8766,25.75,84,100,0.88,ID,1681822911
299,ust-kuyga,70.0167,135.6,-17.54,100,100,2.28,RU,1681822411
300,elat,29.5581,34.9482,37.91,20,1,3.6,IL,1681822913
301,mayumba,-3.432,10.6554,28.41,79,100,1.91,GA,1681822914
302,coihaique,-45.5752,-72.0662,11.97,58,100,4.12,CL,1681822342
303,assiniboia,49.6334,-105.9845,2.9,87,100,3.09,CA,1681822915
304,marawi,7.9986,124.2928,21.39,95,22,0.83,PH,1681822392
305,san marcos,33.1434,-117.1661,12.62,90,100,2.06,US,1681822657
306,vestmannaeyjar,63.4427,-20.2734,8.55,100,100,9.26,IS,1681822916
307,bichura,50.5881,107.6022,4.56,63,100,1.73,RU,1681822917
308,longyearbyen,78.2186,15.6401,-2.09,93,100,12.86,SJ,1681822917
309,jacareacanga,-6.2222,-57.7528,27.02,79,100,1.1,BR,1681822918
310,ende,-8.8432,121.6623,25.52,90,91,1.09,ID,1681822919
311,jinchang,38.4953,102.1739,22.79,16,4,4.66,CN,1681822920
312,tahta,26.7693,31.5021,37.83,7,0,4.91,EG,1681822393
313,skagen,57.7209,10.5839,8.26,75,100,5.93,DK,1681822921
314,guarapari,-20.6667,-40.4975,28.83,58,7,2.55,BR,1681822908
315,otta,61.7712,9.5353,9.4,64,100,0.51,NO,1681822923
316,fortuna,40.5982,-124.1573,4.25,94,26,1.79,US,1681822824
317,custodia,-8.0875,-37.6431,26.29,68,100,1.34,BR,1681822924
318,mamakan,57.8161,114.0028,-5.3,91,100,0.45,RU,1681822925
319,lasa,46.6166,10.7002,19.27,58,74,0.9,IT,1681822926
320,port lincoln,-34.7333,135.8667,15.86,57,100,6.01,AU,1681822927
321,ribas do rio pardo,-20.4431,-53.7592,26.49,77,83,6.31,BR,1681822929
322,bor,56.3567,44.0669,11.96,62,100,3.67,RU,1681822929
323,pickerington,39.8842,-82.7535,4.53,71,0,4.63,US,1681822758
324,miramas,43.5833,5.0,20.88,32,0,4.63,FR,1681822930
325,palmer,42.1584,-72.3287,11.47,58,75,8.23,US,1681822931
326,shimoda,34.6667,138.95,16.17,79,46,7.54,JP,1681822931
327,saint-pierre,-21.3393,55.4781,28.82,65,75,1.54,RE,1681822932
328,melilla,35.2937,-2.9383,21.11,72,40,6.17,ES,1681822690
329,bowen,-20.0167,148.2333,23.44,83,16,5.17,AU,1681822933
330,lorengau,-2.0226,147.2712,27.28,78,84,3.16,PG,1681822934
331,esperance,-33.8667,121.9,16.18,56,100,3.71,AU,1681822935
332,pampa,35.5362,-100.9599,16.53,77,0,4.12,US,1681822935
333,wajid,3.8093,43.2471,32.28,43,91,2.08,SO,1681822936
334,vila,42.0304,-8.1588,21.5,32,56,1.57,PT,1681822937
335,chunskiy,56.0815,99.6342,-5.82,57,100,5.21,RU,1681822938
336,isangel,-19.55,169.2667,26.85,83,67,6.98,VU,1681822938
337,virginia beach,36.8529,-75.978,15.02,67,0,3.09,US,1681822121
338,puerto del rosario,28.5004,-13.8627,22.86,53,75,5.66,ES,1681822680
339,bagdarin,54.4333,113.6,-6.5,86,82,0.94,RU,1681822940
340,kamaishi,39.2667,141.8833,9.0,91,100,2.53,JP,1681822941
341,khakurinokhabl,45.0201,40.2291,20.33,57,100,3.9,RU,1681822942
342,korla,41.7597,86.1469,16.08,21,100,10.77,CN,1681822943
343,honningsvag,70.9821,25.9704,5.86,65,75,5.14,NO,1681822943
344,manta,-0.95,-80.7333,24.88,94,75,1.54,EC,1681822839
345,camana,-16.6228,-72.7111,22.03,75,100,3.62,PE,1681822944
346,saint anthony,45.0205,-93.218,2.75,83,0,1.54,US,1681822372
347,acapulco,16.8634,-99.8901,24.9,78,40,1.54,MX,1681822946
348,kaitangata,-46.2817,169.8464,11.81,90,99,2.43,NZ,1681822946
349,cravo norte,6.3017,-70.2041,28.27,65,99,2.59,CO,1681822947
350,bulgan,48.8125,103.5347,10.3,24,100,7.92,MN,1681822947
351,berdigestyakh,62.0989,126.6992,-8.15,97,100,1.76,RU,1681822948
352,apatity,67.5641,33.4031,2.85,94,93,2.61,RU,1681822949
353,riyadh,24.6877,46.7219,30.08,30,0,1.73,SA,1681822408
354,goderich,43.7501,-81.7165,2.73,69,100,7.72,CA,1681822950
355,davila,18.4726,120.5763,28.99,78,0,1.51,PH,1681822950
356,pinhao,-25.6956,-51.6597,16.73,99,100,1.79,BR,1681822951
357,vaasa,63.096,21.6158,9.01,49,0,6.17,FI,1681822952
358,khasan,42.4308,130.6434,9.02,44,0,4.01,RU,1681822952
359,new amsterdam,6.25,-57.5167,27.13,67,100,2.47,GY,1681822953
360,kijang,35.2442,129.2139,18.85,94,91,3.18,KR,1681822953
361,oktyabrskiy,54.4815,53.471,14.73,31,100,5.2,RU,1681822954
362,persianovskiy,47.5137,40.1075,16.29,51,20,11.0,RU,1681822955
363,ambon,-3.6954,128.1814,26.08,94,40,2.57,ID,1681822874
364,sulangan,11.1373,123.7228,28.59,78,77,5.0,PH,1681822956
365,rovinj,45.08,13.64,18.9,66,94,1.84,HR,1681822957
366,torbay,47.6666,-52.7314,3.98,77,75,4.12,CA,1681822959
367,cubara,7.0008,-72.1085,27.82,60,59,0.64,CO,1681822959
368,orbetello,42.4408,11.2196,13.56,85,100,0.8,IT,1681822960
369,neuquen,-38.9516,-68.0591,12.94,44,0,3.6,AR,1681822841
370,bosaso,11.2842,49.1816,28.99,79,0,7.72,SO,1681822961
371,ndola,-12.9587,28.6366,23.64,68,92,2.24,ZM,1681822806
372,kudahuvadhoo,2.6708,72.8944,29.17,67,100,1.73,MV,1681822964
373,asau,46.4333,26.4,9.51,94,100,2.12,RO,1681822965
374,hualmay,-11.0964,-77.6139,23.33,82,100,4.31,PE,1681822965
375,rodopolis,41.2578,22.9983,16.67,67,97,2.08,GR,1681822966
376,bathsheba,13.2167,-59.5167,27.34,74,40,6.69,BB,1681822967
377,jardim,-21.4803,-56.1381,23.31,96,100,1.72,BR,1681822968
378,papetoai,-17.4961,-149.8729,25.77,74,15,7.81,PF,1681822968
379,sambava,-14.2667,50.1667,26.75,85,4,5.61,MG,1681822969
380,taksimo,56.3444,114.8794,-5.47,77,95,0.89,RU,1681822970
381,buala,-8.145,159.5921,25.87,75,14,1.62,SB,1681822971
382,batagay-alyta,67.8006,130.4114,-16.63,99,77,2.3,RU,1681822972
383,konispol,39.6589,20.1814,14.53,72,65,2.78,AL,1681822977
384,dzaoudzi,-12.7887,45.2699,30.94,74,75,4.63,YT,1681822978
385,turukhansk,65.8167,87.9833,-6.11,90,100,2.77,RU,1681822978
386,kokkola,63.8385,23.1307,8.09,70,0,6.17,FI,1681822980
387,wana,32.2989,69.5725,22.65,31,100,3.78,PK,1681822980
388,atar,20.5169,-13.0499,20.03,52,0,6.17,MR,1681822981
389,talara,-4.5772,-81.2719,24.42,88,40,3.6,PE,1681822981
390,alofi,-19.0595,-169.9187,23.94,94,100,3.09,NU,1681822982
391,qeshm,26.9581,56.2719,29.93,51,0,8.7,IR,1681822983
392,gull lake,50.1001,-108.4847,2.79,87,100,2.14,CA,1681822984
393,whitehorse,60.7161,-135.0538,0.43,100,100,1.03,CA,1681822984
394,camacha,33.0833,-16.3333,18.68,68,40,9.77,PT,1681822859
395,murchison,-41.8,172.3333,13.83,100,98,0.11,NZ,1681822985
396,palana,59.1167,159.9667,0.47,73,100,7.89,RU,1681822986
397,zhigansk,66.7697,123.3711,-8.89,94,98,4.32,RU,1681822987
398,souillac,-20.5167,57.5167,28.21,78,75,5.66,MU,1681822988
399,lac-megantic,45.5834,-70.8823,5.84,99,100,3.1,CA,1681822820
400,sayyan,15.1718,44.3244,21.59,35,77,0.86,YE,1681822989
401,srednekolymsk,67.45,153.6833,-6.1,96,100,3.19,RU,1681822989
402,kilindoni,-7.9139,39.6668,26.45,83,100,5.27,TZ,1681822990
403,kamphaeng phet,16.25,99.5,35.23,27,0,1.62,TH,1681822991
404,pangody,65.85,74.4859,-7.43,84,100,7.13,RU,1681822992
405,lipari,38.4674,14.954,17.4,74,6,7.44,IT,1681822992
406,tura,25.5198,90.2201,29.33,28,0,1.56,IN,1681822993
407,jungapeo,19.45,-100.4833,16.45,35,5,1.56,MX,1681822993
408,ulaanbaatar,47.9077,106.8832,11.07,32,40,4.0,MN,1681822829
409,cockburn town,21.4612,-71.1419,25.21,75,100,5.92,TC,1681822937
410,cabinda,-5.55,12.2,30.02,68,99,2.35,AO,1681822995
411,nuuk,64.1835,-51.7216,-1.66,86,100,4.63,GL,1681822438
412,mahajanga,-15.7167,46.3167,34.01,49,20,3.6,MG,1681822423
413,gizo,-8.103,156.8419,27.77,67,93,2.35,SB,1681822997
414,jiayuguan,39.8167,98.3,21.98,11,83,2.84,CN,1681822998
415,bukama,-9.2,25.85,28.41,67,96,1.01,CD,1681822998
416,kyzyl-suu,42.3414,78.0056,2.16,88,100,1.16,KG,1681822999
417,mandiana,10.6333,-8.6833,39.64,14,95,2.47,GN,1681822999
418,pangnirtung,66.1451,-65.7125,-19.0,84,0,1.54,CA,1681823000
419,sumbe,-11.2061,13.8437,29.12,72,97,2.01,AO,1681823001
420,howard springs,-12.497,131.047,25.95,87,28,1.81,AU,1681823001
421,yanam,16.7333,82.2167,29.26,60,0,3.55,IN,1681823002
422,brae,60.3964,-1.353,10.89,62,23,5.46,GB,1681822408
423,namatanai,-3.6667,152.4333,26.07,79,83,0.38,PG,1681823003
424,havre-saint-pierre,50.2334,-63.5986,2.2,80,100,7.2,CA,1681823004
425,fuyang,32.9,115.8167,21.11,89,100,4.97,CN,1681823005
426,dudinka,69.4058,86.1778,-14.1,81,0,5.83,RU,1681823005
427,tirodi,21.6833,79.7,37.11,13,81,3.01,IN,1681823006
428,oranjemund,-28.55,16.4333,24.27,42,0,3.51,NA,1681823007
429,tieli,46.95,128.05,5.86,86,98,3.37,CN,1681822797
430,grand-lahou,5.1367,-5.0242,30.33,67,89,3.61,CI,1681823008
431,erenhot,43.6475,111.9767,19.13,16,100,6.88,CN,1681823009
432,voyvozh,62.892,54.9635,0.73,85,100,2.26,RU,1681823009
433,augusto correa,-1.0217,-46.635,26.82,88,100,1.51,BR,1681823010
434,teya,60.3778,92.6267,-11.12,86,100,3.75,RU,1681823011
435,businga,3.3333,20.8833,29.3,55,100,1.94,CD,1681823011
436,vologda,59.2187,39.8886,11.95,38,98,2.6,RU,1681823012
437,bella union,-30.2752,-57.6007,18.01,60,0,2.94,UY,1681823013
438,axim,4.8699,-2.2405,30.47,64,99,3.98,GH,1681823014
439,tevaitoa,-16.7833,-151.5,27.81,78,28,7.86,PF,1681823014
440,bahawalpur,29.4,71.6833,35.61,20,20,3.88,PK,1681822820
441,balkhash,46.844,74.9804,5.22,38,0,3.97,KZ,1681823016
442,mulege,26.8833,-111.9833,18.99,46,99,1.06,MX,1681823016
443,xuddur,4.1213,43.8894,29.55,53,96,1.19,SO,1681823017
444,beringovskiy,63.05,179.3167,-5.09,95,98,3.46,RU,1681822217
445,ahipara,-35.1667,173.1667,19.3,90,85,4.18,NZ,1681823018
446,kamyshevatskaya,46.4132,37.9563,15.07,64,99,5.0,RU,1681823019
447,sirnak,37.5228,42.4594,21.04,30,8,3.22,TR,1681823019
448,westport,41.1415,-73.3579,13.27,56,100,5.66,US,1681823020
449,manono,-7.3,27.4167,27.84,70,89,1.82,CD,1681822940
450,weilmunster,50.4333,8.3667,15.38,65,100,4.65,DE,1681822978
451,trat,12.5,102.5,27.75,80,4,1.77,TH,1681823022
452,tokur,53.1333,132.9,-1.13,92,100,1.15,RU,1681823022
453,kulhudhuffushi,6.6221,73.07,28.88,71,22,2.23,MV,1681823023
454,nouadhibou,20.931,-17.0347,22.99,64,4,6.69,MR,1681823023
455,yulin,22.6333,110.15,25.91,89,2,4.36,CN,1681823024
456,ouadda,8.0777,22.4007,37.81,18,100,2.65,CF,1681823025
457,luancheng,37.8792,114.6517,17.09,37,0,3.31,CN,1681823025
458,mayor pablo lagerenza,-19.9309,-60.7718,18.25,96,100,1.99,PY,1681823026
459,tanout,14.9709,8.8879,39.28,9,8,3.57,NE,1681823026
460,killarney,52.05,-9.5167,16.03,63,75,5.14,IE,1681823027
461,gualeguay,-33.1416,-59.3097,11.42,71,1,5.65,AR,1681823027
462,vardo,70.3705,31.1107,3.99,81,100,6.17,NO,1681823029
463,luanda,-8.8368,13.2343,32.0,62,40,3.09,AO,1681823029
464,obo,5.3998,26.4869,32.69,39,42,2.38,CF,1681823030
465,lahij,13.1667,44.5833,32.27,30,5,7.77,YE,1681823031
466,sao joao da barra,-21.6403,-41.0511,30.05,66,13,4.54,BR,1681823005
467,qadirpur ran,30.2924,71.6712,30.94,26,100,3.32,PK,1681823032
468,moramanga,-18.9333,48.2,22.08,77,81,2.67,MG,1681823032
469,ocampo,21.65,-101.5,11.77,53,2,3.98,MX,1681823033
470,xocali,39.913,46.7903,15.91,62,94,2.71,AZ,1681823034
471,ilulissat,69.2167,-51.1,-2.99,80,100,2.57,GL,1681823034
472,rock hill,34.9249,-81.0251,15.19,55,0,2.57,US,1681822871
473,yaan,7.3833,8.5667,38.77,30,83,1.81,NG,1681823036
474,hervey bay,-25.2986,152.8535,23.05,67,100,8.08,AU,1681823036
475,biryusinsk,55.9634,97.8235,-6.9,60,14,3.78,RU,1681823037
476,japura,-0.3167,102.35,24.93,96,100,1.15,ID,1681823037
477,ierapetra,35.01,25.7353,18.21,65,0,3.61,GR,1681823038
478,batemans bay,-35.7167,150.1833,16.72,92,20,2.27,AU,1681823038
479,naryan-mar,67.6713,53.087,-3.03,88,26,2.11,RU,1681823039
480,murygino,58.7383,49.4582,12.12,40,97,2.95,RU,1681823040
481,am timan,11.0297,20.2827,39.62,19,92,2.56,TD,1681823040
482,kutum,14.2,24.6667,34.3,7,100,5.15,SD,1681823041
483,hesla,24.0667,85.8833,36.45,10,24,3.54,IN,1681823043
484,sidi ali,36.0998,0.4206,21.29,38,2,6.83,DZ,1681823043
485,yongan,39.6957,113.6871,15.09,39,0,4.15,CN,1681823044
486,acajutla,13.5928,-89.8275,27.41,57,15,1.82,SV,1681822859
487,ossora,59.2353,163.0719,0.2,99,100,4.73,RU,1681823045
488,anadyr,64.75,177.4833,-2.72,93,40,7.0,RU,1681823046
489,itaituba,-4.2761,-55.9836,28.09,78,40,1.54,BR,1681822921
490,altoona,40.5187,-78.3947,4.65,78,99,1.34,US,1681822916
491,ponta delgada,37.7333,-25.6667,17.4,55,40,5.66,PT,1681822857
492,abalak,58.1286,68.5944,-0.29,41,100,3.21,RU,1681823048
493,nelson bay,-32.7167,152.15,17.78,89,10,1.34,AU,1681823049
494,hami,42.8,93.45,13.9,26,100,16.98,CN,1681822978
495,komsomolskiy,40.4272,71.7189,14.4,44,100,1.03,UZ,1681823050
496,nador,35.174,-2.9287,21.04,72,40,6.17,MA,1681823050
497,rock sound,24.9,-76.2,25.48,79,100,3.98,BS,1681823051
498,rio branco,-9.9747,-67.81,24.34,94,0,0.0,BR,1681822815
499,nizwa,22.9333,57.5333,31.2,25,84,5.66,OM,1681823052
500,mangan,27.5167,88.5333,24.12,45,12,0.41,IN,1681823053
501,arrifes,37.7667,-25.7,16.14,55,40,5.66,PT,1681823054
502,lanja,16.85,73.55,32.12,41,0,2.71,IN,1681823054
503,les cayes,18.2,-73.75,26.14,71,95,2.01,HT,1681823055
504,pangoa,-12.1167,-73.0,20.19,91,97,0.18,PE,1681823056
505,at-bashi,41.1702,75.8106,5.61,38,100,4.32,KG,1681823056
506,aquiraz,-3.9014,-38.3911,26.05,76,97,2.93,BR,1681823057
507,salinopolis,-0.6136,-47.3561,26.99,82,92,1.14,BR,1681822958
508,wiang sa,8.6359,99.3666,26.62,81,84,0.2,TH,1681823058
509,buta,2.7858,24.73,30.71,51,98,1.26,CD,1681823059
510,praia,14.9215,-23.5087,27.3,54,75,10.29,CV,1681823060
511,inirida,3.8653,-67.9239,26.17,84,52,0.64,CO,1681823061
512,launceston,-41.45,147.1667,15.8,90,75,6.69,AU,1681823062
513,timmins,48.4669,-81.3331,-4.1,86,75,3.6,CA,1681823062
514,sao desiderio,-12.3633,-44.9733,31.71,40,96,1.98,BR,1681823063
515,fairbanks,64.8378,-147.7164,-4.0,66,100,4.12,US,1681823038
516,noyabrsk,63.1994,75.4507,-7.3,86,7,6.41,RU,1681823064
517,krasnoselkup,65.7,82.4667,-9.06,89,100,4.38,RU,1681823065
518,alyangula,-13.8483,136.4192,26.42,79,100,3.94,AU,1681823065
519,umm kaddadah,13.6017,26.6876,39.11,6,46,6.86,SD,1681823066
520,auki,-8.7676,160.7034,24.89,81,51,0.85,SB,1681823067
521,viradouro,-20.8731,-48.2969,25.33,78,8,4.18,BR,1681823068
522,great yarmouth,52.6083,1.7305,13.06,77,91,9.17,GB,1681822772
523,grande prairie,55.1667,-118.8027,-6.9,86,20,2.06,CA,1681822890
524,boshnyakovo,49.6333,142.1667,-0.1,70,1,2.77,RU,1681823073
525,villa maria,-32.4075,-63.2402,13.23,64,38,2.51,AR,1681823074
526,mehamn,71.0357,27.8492,4.95,81,20,5.14,NO,1681823075
527,tupik,54.4253,119.9327,-9.28,91,83,0.81,RU,1681823075
528,kokopo,-4.352,152.2633,26.07,77,23,1.87,PG,1681823076
529,santa cruz,-17.8,-63.1667,19.03,94,100,4.12,BO,1681822811
530,porto novo,6.4965,2.6036,32.9,56,19,4.74,BJ,1681823077
531,lagoa,39.05,-27.9833,13.75,63,100,5.2,PT,1681823077
532,parabel,58.6978,81.4825,-7.04,79,100,7.97,RU,1681823078
533,kita,13.0349,-9.4895,40.6,7,100,3.24,ML,1681823079
534,zhuhai,22.2769,113.5678,27.14,94,40,7.2,CN,1681823079
535,kohlu,29.8962,69.252,25.05,29,100,5.62,PK,1681823080
536,asfi,32.2994,-9.2372,18.78,79,77,4.57,MA,1681822923
537,manaus,-3.1019,-60.025,27.27,83,75,0.51,BR,1681822915
538,yaring,6.8662,101.3689,29.3,76,17,3.79,TH,1681823081
539,kiruna,67.8557,20.2251,5.51,56,75,3.6,SE,1681823082
540,placido de castro,-10.3353,-67.1856,25.82,82,100,1.6,BR,1681823083
541,puerto madryn,-42.7692,-65.0385,13.89,45,100,9.16,AR,1681823083
542,aklavik,68.2191,-135.0107,-15.79,93,100,5.4,CA,1681823084
543,oum hadjer,13.2954,19.6966,41.16,14,66,4.58,TD,1681823084
544,bograd,54.2344,90.8328,-5.6,60,100,8.51,RU,1681823085
545,new glasgow,45.5834,-62.6486,7.1,95,100,6.76,CA,1681823053
546,frontera,26.9333,-101.45,20.18,77,20,0.89,MX,1681823086
547,rocha,-34.4833,-54.3333,15.71,57,100,4.04,UY,1681823087
548,dingzhou,38.5131,114.9956,17.06,34,0,3.49,CN,1681823087
549,crixas,-14.5489,-49.9692,28.76,66,23,1.18,BR,1681823088
550,umm lajj,25.0213,37.2685,28.17,47,0,4.23,SA,1681822918
551,la foa,-21.7108,165.8276,24.36,90,100,3.72,NC,1681823089
552,osinovo,55.8809,48.881,17.05,36,100,3.64,RU,1681823090
553,shiraz,29.6036,52.5388,23.69,22,40,3.09,IR,1681822819
554,charagua,-19.8,-63.2167,17.76,97,100,1.71,BO,1681823091
555,pisco,-13.7,-76.2167,23.03,73,99,3.6,PE,1681823091
556,karpathos,35.507,27.2132,19.98,64,20,7.2,GR,1681822992
557,opuwo,-18.0607,13.84,32.74,20,99,6.48,NA,1681822907
558,itarema,-2.9248,-39.9167,27.83,73,33,4.01,BR,1681823093
559,carutapera,-1.195,-46.02,26.57,81,100,3.94,BR,1681823094
